T, P, Rho, Mu, Cp, K, h, s
547.3684210526316, 5.605263157894736, 28.197901383224494, 1.841856726491956e-05, 4458.1556878902375, 0.05706771941881733, 50489113.11904556, 107143.41202639333
547.3684210526316, 5.684210526315789, 28.750423007265407, 1.8407912416020584e-05, 4556.579192872046, 0.0574778386281748, 50403328.65134738, 106895.43225162392
547.3684210526316, 5.7631578947368425, 29.311490958997144, 1.8397304158807265e-05, 4660.835414669517, 0.057900991795914354, 50315897.88321395, 106646.19504570364
547.3684210526316, 5.842105263157895, 29.881525068946047, 1.8386743458675302e-05, 4771.6425421391405, 0.05833830603773974, 50226726.59277437, 106395.48837231331
547.3684210526316, 5.921052631578947, 760.412160806459, 9.587695165127365e-05, 5184.15121669796, 0.5885902733805076, 21738262.907675646, 54311.03670598622
547.3684210526316, 6.0, 760.5340729317272, 9.59030460228006e-05, 5182.269154431581, 0.5886956435242479, 21737646.706809808, 54306.49419413329
557.8947368421052, 4.5, 20.419689347486365, 1.9096057304682424e-05, 3228.2360123309923, 0.05242887304270233, 52187329.03249325, 111724.39112253855
557.8947368421052, 4.578947368421052, 20.85353009240587, 1.9086688784624412e-05, 3267.207247639264, 0.05268515680530508, 52126923.60737757, 111492.576510411
557.8947368421052, 4.657894736842105, 21.291233915247084, 1.907737035704216e-05, 3307.2997843816456, 0.052945357830552084, 52065880.075622536, 111262.1730139158
557.8947368421052, 4.7368421052631575, 21.732904176357728, 1.9068102885923323e-05, 3348.5682254501703, 0.053209622377365554, 52004181.32246388, 111033.06799112457
557.8947368421052, 4.815789473684211, 22.17864877688562, 1.905888727696465e-05, 3391.0701120917015, 0.053478105452224, 51941809.43156268, 110805.15152379131
557.8947368421052, 4.894736842105263, 22.628580422334814, 1.9049724480601802e-05, 3434.8660631602024, 0.05375097147322317, 51878745.655351326, 110578.31609762849
557.8947368421052, 4.973684210526316, 23.082816903967824, 1.904061549532319e-05, 3480.019938900621, 0.05402839499404605, 51814970.38380305, 110352.45630123619
557.8947368421052, 5.052631578947368, 23.54148140000375, 1.9031561371285318e-05, 3526.5990382121927, 0.054310561496045406, 51750463.11102706, 110127.46854059238
557.8947368421052, 5.131578947368421, 24.004702798974073, 1.9022563214246052e-05, 3574.6743408207344, 0.05459766825856929, 51685202.39890288, 109903.25076589624
557.8947368421052, 5.2105263157894735, 24.47261604811093, 1.9013622189830865e-05, 3624.320808806871, 0.05488992532013449, 51619165.83673507, 109679.70220733748
557.8947368421052, 5.2894736842105265, 24.945362530282658, 1.900473952814479e-05, 3675.617765585928, 0.05518755654622063, 51552329.99562772, 109456.7231160312
557.8947368421052, 5.368421052631579, 25.423090473783137, 1.899591652874051e-05, 3728.6493748252187, 0.05549080082350595, 51484670.37593599, 109234.21450590133
557.8947368421052, 5.447368421052632, 25.905955400261917, 1.898715456594982e-05, 3783.5052470436462, 0.05579991340552616, 51416161.34574095, 109012.07789169515
557.8947368421052, 5.526315789473684, 26.394120617290753, 1.897845509458189e-05, 3840.2812079139203, 0.056115167441300726, 51346776.06780182, 108790.21501755388
557.8947368421052, 5.605263157894736, 26.88775776354854, 1.8969819655987774e-05, 3899.0802697504437, 0.05643685572679719, 51276486.411852516, 108568.52756962355
557.8947368421052, 5.684210526315789, 27.387047416430647, 1.8961249884486082e-05, 3960.0138565134616, 0.056765292729643646, 51205262.848413005, 108346.91686504376
557.8947368421052, 5.7631578947368425, 27.892179774122543, 1.895274751413995e-05, 4023.203343122596, 0.05710081695081343, 51133074.31946114, 108125.2835082675
557.8947368421052, 5.842105263157895, 28.403355426908067, 1.894431438587094e-05, 4088.7819822172105, 0.05744379370379358, 51059888.080337726, 107903.52700400735
557.8947368421052, 5.921052631578947, 28.92078623581579, 1.893595245489162e-05, 4156.897306038847, 0.057794618412883664, 50985669.50611327, 107681.54531413376
557.8947368421052, 6.0, 29.444696340770548, 1.892766379843548e-05, 4227.7141082059325, 0.05815372055884811, 50910381.85429974, 107459.2343435171
568.421052631579, 4.5, 19.743632001070864, 1.9610146064976083e-05, 3049.979101119558, 0.05271238105393023, 52781799.7270657, 112780.11732473981
568.421052631579, 4.578947368421052, 20.153823441381338, 1.9602336007446367e-05, 3080.6415454208063, 0.05293982202950563, 52727939.11897077, 112559.92902585487
